post_id,text,account_id,timestamp,token,type
p1268,Market sentiment seems healthy.,acc0171,2025-12-04T19:26:23,AITK,organic
p1269,Seems like coordinated hype.,acc0113,2025-12-04T19:26:52,TAO,doubt
p1270,Where is the proof?,acc0325,2025-12-04T19:27:15,NEURA,doubt
p1271,Undervalued gem!,acc0121,2025-12-04T19:27:26,OMNI,coordinated
p1272,Solid long-term potential. #TAO,acc0433,2025-12-04T19:27:54,TAO,organic
p1273,Solid long-term potential.,acc0414,2025-12-04T19:28:20,FEX,organic
p1274,Solid long-term potential.,acc0043,2025-12-04T19:28:45,OMNI,organic
p1275,Massive pump incoming stay ready!,acc0070,2025-12-04T19:28:51,FEX,coordinated
p1276,BREAKING: Major partnership confirmed! #XCY,acc0420,2025-12-04T19:28:54,XCY,fake_news
p1277,Where is the proof?,acc0348,2025-12-04T19:29:17,AITK,doubt
p1278,Strong team strong roadmap!,acc0062,2025-12-04T19:29:39,NEURA,coordinated
p1279,Strong team strong roadmap!,acc0208,2025-12-04T19:30:06,XCY,coordinated
p1280,Leaked info suggests huge collaboration!,acc0291,2025-12-04T19:30:28,OMNI,fake_news
p1281,To the moon!!! #ASI,acc0018,2025-12-04T19:30:48,ASI,bot
p1282,The project is growing steadily.,acc0009,2025-12-04T19:31:02,NEURA,organic
p1283,Undervalued gem!,acc0427,2025-12-04T19:31:08,AITK,coordinated
p1284,Buy now!! Massive potential!,acc0472,2025-12-04T19:31:27,BLOC,bot
p1285,Massive pump incoming stay ready!,acc0173,2025-12-04T19:31:37,RNDR,coordinated
p1286,Where is the proof?,acc0036,2025-12-04T19:32:05,RNDR,doubt
p1287,Strong team strong roadmap!,acc0286,2025-12-04T19:32:15,XCY,coordinated
p1288,This will be the next 100x!,acc0408,2025-12-04T19:32:23,BLOC,coordinated
p1289,To the moon!!!,acc0331,2025-12-04T19:32:43,AITK,bot
p1290,Seems like coordinated hype.,acc0238,2025-12-04T19:32:45,AITK,doubt
p1291,Pump incoming!,acc0134,2025-12-04T19:33:07,TAO,bot
p1292,This will be the next 100x! #TAO,acc0457,2025-12-04T19:33:27,TAO,coordinated
p1293,This will be the next 100x! #TAO,acc0353,2025-12-04T19:33:53,TAO,coordinated
p1294,Insider: massive deal incoming!,acc0459,2025-12-04T19:34:20,XCY,fake_news
p1295,Massive pump incoming stay ready!,acc0050,2025-12-04T19:34:45,BLOC,coordinated
p1296,Strong development updates.,acc0395,2025-12-04T19:35:06,FEX,organic
p1297,Don't miss this 100x!,acc0477,2025-12-04T19:35:36,RNDR,bot
p1298,Leaked info suggests huge collaboration!,acc0165,2025-12-04T19:35:42,OMNI,fake_news
p1299,Don't miss this 100x!,acc0089,2025-12-04T19:35:43,NEURA,bot
p1300,Too many identical posts today... #BLOC,acc0353,2025-12-04T19:36:06,BLOC,doubt
p1301,Seems like coordinated hype. #NEURA,acc0047,2025-12-04T19:36:24,NEURA,doubt
p1302,Undervalued gem! #FEX,acc0352,2025-12-04T19:36:47,FEX,coordinated
p1303,Buy now!! Massive potential!,acc0071,2025-12-04T19:37:07,FEX,bot
p1304,Market sentiment seems healthy.,acc0031,2025-12-04T19:37:22,XCY,organic
p1305,BREAKING: Major partnership confirmed! #BLOC,acc0028,2025-12-04T19:37:29,BLOC,fake_news
p1306,Insider: massive deal incoming!,acc0060,2025-12-04T19:37:56,OMNI,fake_news
p1307,Buy now!! Massive potential!,acc0179,2025-12-04T19:38:26,AITK,bot
p1308,Insider: massive deal incoming! #RNDR,acc0379,2025-12-04T19:38:41,RNDR,fake_news
p1309,Market sentiment seems healthy.,acc0188,2025-12-04T19:38:50,XCY,organic
p1310,To the moon!!!,acc0033,2025-12-04T19:38:56,OMNI,bot
p1311,Market sentiment seems healthy.,acc0015,2025-12-04T19:39:10,NEURA,organic
p1312,Pump incoming!,acc0426,2025-12-04T19:39:36,OMNI,bot
p1313,Buy now!! Massive potential!,acc0342,2025-12-04T19:39:48,RNDR,bot
p1314,Insider: massive deal incoming!,acc0279,2025-12-04T19:40:04,OMNI,fake_news
p1315,To the moon!!!,acc0268,2025-12-04T19:40:17,NEURA,bot
p1316,BREAKING: Major partnership confirmed! #BLOC,acc0381,2025-12-04T19:40:26,BLOC,fake_news
p1317,Leaked info suggests huge collaboration! #FEX,acc0222,2025-12-04T19:40:30,FEX,fake_news
p1318,Solid long-term potential.,acc0012,2025-12-04T19:40:40,NEURA,organic
p1319,BREAKING: Major partnership confirmed!,acc0186,2025-12-04T19:40:49,NEURA,fake_news
p1320,Massive pump incoming stay ready!,acc0387,2025-12-04T19:41:19,ASI,coordinated
p1321,Where is the proof?,acc0367,2025-12-04T19:41:42,XCY,doubt
p1322,Strong development updates. #TAO,acc0426,2025-12-04T19:42:04,TAO,organic
p1323,This might be manipulated.,acc0209,2025-12-04T19:42:17,ASI,doubt
p1324,Don't miss this 100x!,acc0129,2025-12-04T19:42:29,BLOC,bot
p1325,Insider: massive deal incoming! #BLOC,acc0159,2025-12-04T19:42:45,BLOC,fake_news
p1326,BREAKING: Major partnership confirmed! #ASI,acc0098,2025-12-04T19:43:07,ASI,fake_news
p1327,Solid long-term potential. #OMNI,acc0305,2025-12-04T19:43:18,OMNI,organic
p1328,Strong team strong roadmap!,acc0488,2025-12-04T19:43:29,TAO,coordinated
p1329,BREAKING: Major partnership confirmed!,acc0134,2025-12-04T19:43:58,BLOC,fake_news
p1330,Don't miss this 100x!,acc0352,2025-12-04T19:44:04,OMNI,bot
p1331,Where is the proof?,acc0217,2025-12-04T19:44:30,FEX,doubt
p1332,Seems like coordinated hype. #NEURA,acc0075,2025-12-04T19:44:56,NEURA,doubt
p1333,BREAKING: Major partnership confirmed!,acc0191,2025-12-04T19:45:07,ASI,fake_news
p1334,Too many identical posts today...,acc0163,2025-12-04T19:45:35,XCY,doubt
p1335,The project is growing steadily.,acc0413,2025-12-04T19:45:50,TAO,organic
p1336,Where is the proof?,acc0378,2025-12-04T19:46:05,FEX,doubt
p1337,Insider: massive deal incoming!,acc0037,2025-12-04T19:46:35,TAO,fake_news
p1338,Leaked info suggests huge collaboration!,acc0345,2025-12-04T19:47:05,ASI,fake_news
p1339,Where is the proof?,acc0416,2025-12-04T19:47:35,ASI,doubt
p1340,Seems like coordinated hype. #NEURA,acc0280,2025-12-04T19:47:40,NEURA,doubt
p1341,BREAKING: Major partnership confirmed!,acc0412,2025-12-04T19:47:49,NEURA,fake_news
p1342,Don't miss this 100x!,acc0228,2025-12-04T19:48:04,OMNI,bot
p1343,The project is growing steadily.,acc0002,2025-12-04T19:48:11,NEURA,organic
p1344,Rumor: Big tech involved!,acc0248,2025-12-04T19:48:40,OMNI,fake_news
p1345,Undervalued gem!,acc0391,2025-12-04T19:49:09,XCY,coordinated
p1346,Massive pump incoming stay ready!,acc0006,2025-12-04T19:49:18,OMNI,coordinated
p1347,Insider: massive deal incoming! #ASI,acc0485,2025-12-04T19:49:20,ASI,fake_news
p1348,Buy now!! Massive potential!,acc0406,2025-12-04T19:49:44,FEX,bot
p1349,This might be manipulated.,acc0022,2025-12-04T19:50:13,TAO,doubt
p1350,This will be the next 100x!,acc0312,2025-12-04T19:50:29,TAO,coordinated
p1351,To the moon!!!,acc0390,2025-12-04T19:50:42,TAO,bot
p1352,This will be the next 100x! #XCY,acc0242,2025-12-04T19:51:11,XCY,coordinated
p1353,Too many identical posts today...,acc0314,2025-12-04T19:51:32,ASI,doubt
p1354,Don't miss this 100x! #RNDR,acc0317,2025-12-04T19:51:57,RNDR,bot
p1355,Insider: massive deal incoming!,acc0399,2025-12-04T19:52:25,BLOC,fake_news
p1356,BREAKING: Major partnership confirmed!,acc0202,2025-12-04T19:52:42,FEX,fake_news
p1357,Strong development updates.,acc0329,2025-12-04T19:52:55,NEURA,organic
p1358,This will be the next 100x!,acc0043,2025-12-04T19:53:24,ASI,coordinated
p1359,Leaked info suggests huge collaboration!,acc0429,2025-12-04T19:53:30,AITK,fake_news
p1360,Strong team strong roadmap! #AITK,acc0138,2025-12-04T19:53:38,AITK,coordinated
p1361,The project is growing steadily.,acc0433,2025-12-04T19:53:39,OMNI,organic
p1362,Insider: massive deal incoming!,acc0204,2025-12-04T19:53:52,TAO,fake_news
p1363,The project is growing steadily.,acc0156,2025-12-04T19:53:57,TAO,organic
p1364,Market sentiment seems healthy.,acc0399,2025-12-04T19:54:17,NEURA,organic
p1365,Seems like coordinated hype. #ASI,acc0361,2025-12-04T19:54:31,ASI,doubt
p1366,Seems like coordinated hype. #TAO,acc0113,2025-12-04T19:54:40,TAO,doubt
p1367,BREAKING: Major partnership confirmed!,acc0261,2025-12-04T19:55:02,FEX,fake_news
p1368,Pump incoming! #FEX,acc0048,2025-12-04T19:55:21,FEX,bot
p1369,Strong development updates.,acc0479,2025-12-04T19:55:33,AITK,organic
p1370,Strong development updates.,acc0498,2025-12-04T19:55:36,FEX,organic
p1371,Insider: massive deal incoming!,acc0384,2025-12-04T19:55:48,TAO,fake_news
p1372,Strong team strong roadmap!,acc0008,2025-12-04T19:55:54,FEX,coordinated
p1373,Solid long-term potential.,acc0347,2025-12-04T19:55:57,AITK,organic
p1374,Too many identical posts today...,acc0459,2025-12-04T19:56:13,AITK,doubt
p1375,Market sentiment seems healthy. #BLOC,acc0082,2025-12-04T19:56:18,BLOC,organic
p1376,Solid long-term potential. #AITK,acc0379,2025-12-04T19:56:30,AITK,organic
p1377,Market sentiment seems healthy.,acc0417,2025-12-04T19:56:47,XCY,organic
p1378,Leaked info suggests huge collaboration!,acc0495,2025-12-04T19:57:14,XCY,fake_news
p1379,Solid long-term potential.,acc0235,2025-12-04T19:57:35,XCY,organic
p1380,Massive pump incoming stay ready!,acc0129,2025-12-04T19:57:46,OMNI,coordinated
p1381,Insider: massive deal incoming! #XCY,acc0300,2025-12-04T19:57:48,XCY,fake_news
p1382,Market sentiment seems healthy.,acc0381,2025-12-04T19:58:00,ASI,organic
p1383,This might be manipulated.,acc0362,2025-12-04T19:58:28,FEX,doubt
p1384,Seems like coordinated hype. #AITK,acc0113,2025-12-04T19:58:35,AITK,doubt
p1385,Don't miss this 100x!,acc0119,2025-12-04T19:59:01,BLOC,bot
p1386,Massive pump incoming stay ready!,acc0137,2025-12-04T19:59:25,FEX,coordinated
p1387,Pump incoming!,acc0278,2025-12-04T19:59:29,ASI,bot
p1388,Pump incoming!,acc0485,2025-12-04T19:59:31,FEX,bot
p1389,Undervalued gem!,acc0175,2025-12-04T19:59:32,BLOC,coordinated
p1390,The project is growing steadily.,acc0381,2025-12-04T19:59:55,AITK,organic
p1391,Massive pump incoming stay ready!,acc0245,2025-12-04T20:00:00,AITK,coordinated
p1392,Don't miss this 100x!,acc0460,2025-12-04T20:00:30,NEURA,bot
p1393,Strong team strong roadmap!,acc0001,2025-12-04T20:00:58,FEX,coordinated
p1394,Rumor: Big tech involved! #FEX,acc0092,2025-12-04T20:01:26,FEX,fake_news
p1395,Pump incoming!,acc0432,2025-12-04T20:01:33,NEURA,bot
p1396,Seems like coordinated hype.,acc0436,2025-12-04T20:01:42,TAO,doubt
p1397,The project is growing steadily.,acc0219,2025-12-04T20:01:49,TAO,organic
p1398,The project is growing steadily. #RNDR,acc0363,2025-12-04T20:02:05,RNDR,organic
p1399,Massive pump incoming stay ready! #RNDR,acc0488,2025-12-04T20:02:34,RNDR,coordinated
p1400,Undervalued gem! #OMNI,acc0271,2025-12-04T20:02:56,OMNI,coordinated
p1401,Massive pump incoming stay ready! #FEX,acc0246,2025-12-04T20:02:57,FEX,coordinated
p1402,Insider: massive deal incoming!,acc0255,2025-12-04T20:03:02,BLOC,fake_news
p1403,Strong team strong roadmap!,acc0377,2025-12-04T20:03:18,OMNI,coordinated
p1404,Pump incoming!,acc0007,2025-12-04T20:03:30,ASI,bot
p1405,Strong development updates. #ASI,acc0424,2025-12-04T20:03:59,ASI,organic
p1406,Strong team strong roadmap! #NEURA,acc0161,2025-12-04T20:04:24,NEURA,coordinated
p1407,Undervalued gem! #ASI,acc0079,2025-12-04T20:04:28,ASI,coordinated
p1408,Strong development updates.,acc0234,2025-12-04T20:04:42,TAO,organic
p1409,This might be manipulated.,acc0105,2025-12-04T20:04:59,OMNI,doubt
p1410,Leaked info suggests huge collaboration!,acc0407,2025-12-04T20:05:27,BLOC,fake_news
p1411,Strong development updates. #OMNI,acc0314,2025-12-04T20:05:50,OMNI,organic
p1412,To the moon!!!,acc0437,2025-12-04T20:05:57,ASI,bot
p1413,Buy now!! Massive potential!,acc0398,2025-12-04T20:06:05,FEX,bot
p1414,Seems like coordinated hype.,acc0138,2025-12-04T20:06:32,NEURA,doubt
p1415,Buy now!! Massive potential!,acc0396,2025-12-04T20:06:44,BLOC,bot
p1416,Massive pump incoming stay ready! #XCY,acc0210,2025-12-04T20:06:51,XCY,coordinated
p1417,Massive pump incoming stay ready! #NEURA,acc0320,2025-12-04T20:07:20,NEURA,coordinated
p1418,Seems like coordinated hype.,acc0497,2025-12-04T20:07:47,NEURA,doubt
p1419,Where is the proof?,acc0348,2025-12-04T20:08:11,TAO,doubt
p1420,Market sentiment seems healthy.,acc0197,2025-12-04T20:08:19,XCY,organic
p1421,Where is the proof? #ASI,acc0074,2025-12-04T20:08:35,ASI,doubt
p1422,Leaked info suggests huge collaboration!,acc0051,2025-12-04T20:08:57,XCY,fake_news
p1423,Undervalued gem!,acc0327,2025-12-04T20:09:24,BLOC,coordinated
p1424,Leaked info suggests huge collaboration! #OMNI,acc0304,2025-12-04T20:09:25,OMNI,fake_news
p1425,To the moon!!! #FEX,acc0439,2025-12-04T20:09:51,FEX,bot
p1426,Seems like coordinated hype. #NEURA,acc0262,2025-12-04T20:09:58,NEURA,doubt
p1427,This will be the next 100x!,acc0228,2025-12-04T20:10:03,NEURA,coordinated
p1428,This will be the next 100x!,acc0433,2025-12-04T20:10:18,NEURA,coordinated
p1429,Insider: massive deal incoming!,acc0163,2025-12-04T20:10:46,FEX,fake_news
p1430,This might be manipulated. #XCY,acc0498,2025-12-04T20:10:52,XCY,doubt
p1431,Too many identical posts today... #XCY,acc0372,2025-12-04T20:11:01,XCY,doubt
p1432,Undervalued gem! #FEX,acc0312,2025-12-04T20:11:22,FEX,coordinated
p1433,Massive pump incoming stay ready! #XCY,acc0041,2025-12-04T20:11:29,XCY,coordinated
p1434,The project is growing steadily.,acc0241,2025-12-04T20:11:45,ASI,organic
p1435,Pump incoming!,acc0469,2025-12-04T20:12:03,NEURA,bot
p1436,Massive pump incoming stay ready!,acc0311,2025-12-04T20:12:18,TAO,coordinated
p1437,Seems like coordinated hype.,acc0292,2025-12-04T20:12:23,AITK,doubt
p1438,The project is growing steadily. #ASI,acc0291,2025-12-04T20:12:33,ASI,organic
p1439,To the moon!!! #BLOC,acc0097,2025-12-04T20:12:44,BLOC,bot
p1440,Don't miss this 100x!,acc0442,2025-12-04T20:13:04,AITK,bot
p1441,This will be the next 100x! #AITK,acc0015,2025-12-04T20:13:24,AITK,coordinated
p1442,BREAKING: Major partnership confirmed!,acc0257,2025-12-04T20:13:31,RNDR,fake_news
p1443,BREAKING: Major partnership confirmed! #XCY,acc0320,2025-12-04T20:13:57,XCY,fake_news
p1444,Too many identical posts today...,acc0119,2025-12-04T20:14:05,FEX,doubt
p1445,Massive pump incoming stay ready!,acc0017,2025-12-04T20:14:29,ASI,coordinated
p1446,Rumor: Big tech involved!,acc0389,2025-12-04T20:14:59,ASI,fake_news
p1447,BREAKING: Major partnership confirmed! #RNDR,acc0108,2025-12-04T20:15:21,RNDR,fake_news
p1448,The project is growing steadily. #OMNI,acc0231,2025-12-04T20:15:26,OMNI,organic
p1449,The project is growing steadily.,acc0323,2025-12-04T20:15:29,OMNI,organic
p1450,Undervalued gem!,acc0488,2025-12-04T20:15:45,AITK,coordinated
p1451,Massive pump incoming stay ready! #NEURA,acc0352,2025-12-04T20:15:56,NEURA,coordinated
p1452,Strong team strong roadmap!,acc0044,2025-12-04T20:16:22,ASI,coordinated
p1453,Market sentiment seems healthy.,acc0266,2025-12-04T20:16:49,RNDR,organic
p1454,Leaked info suggests huge collaboration! #XCY,acc0039,2025-12-04T20:17:12,XCY,fake_news
p1455,This will be the next 100x!,acc0141,2025-12-04T20:17:38,XCY,coordinated
p1456,To the moon!!!,acc0414,2025-12-04T20:18:04,XCY,bot
p1457,Leaked info suggests huge collaboration!,acc0055,2025-12-04T20:18:18,BLOC,fake_news
p1458,Don't miss this 100x!,acc0267,2025-12-04T20:18:44,FEX,bot
p1459,Rumor: Big tech involved!,acc0059,2025-12-04T20:19:12,FEX,fake_news
p1460,To the moon!!!,acc0412,2025-12-04T20:19:21,RNDR,bot
p1461,This might be manipulated.,acc0391,2025-12-04T20:19:29,ASI,doubt
p1462,Market sentiment seems healthy.,acc0023,2025-12-04T20:19:41,XCY,organic
p1463,Too many identical posts today...,acc0487,2025-12-04T20:20:05,NEURA,doubt
p1464,Too many identical posts today... #RNDR,acc0358,2025-12-04T20:20:11,RNDR,doubt
p1465,Solid long-term potential. #TAO,acc0288,2025-12-04T20:20:39,TAO,organic
p1466,Buy now!! Massive potential! #FEX,acc0433,2025-12-04T20:20:49,FEX,bot
p1467,Massive pump incoming stay ready!,acc0499,2025-12-04T20:21:09,OMNI,coordinated
p1468,Don't miss this 100x!,acc0453,2025-12-04T20:21:26,AITK,bot
p1469,Where is the proof?,acc0272,2025-12-04T20:21:45,RNDR,doubt
p1470,Strong development updates.,acc0119,2025-12-04T20:21:48,XCY,organic
p1471,This will be the next 100x!,acc0445,2025-12-04T20:21:52,BLOC,coordinated
p1472,Market sentiment seems healthy.,acc0387,2025-12-04T20:22:00,NEURA,organic
p1473,Massive pump incoming stay ready! #AITK,acc0211,2025-12-04T20:22:15,AITK,coordinated
p1474,BREAKING: Major partnership confirmed!,acc0242,2025-12-04T20:22:45,OMNI,fake_news
p1475,To the moon!!! #AITK,acc0317,2025-12-04T20:23:11,AITK,bot
p1476,This might be manipulated. #NEURA,acc0498,2025-12-04T20:23:38,NEURA,doubt
p1477,Where is the proof? #ASI,acc0099,2025-12-04T20:24:04,ASI,doubt
p1478,Massive pump incoming stay ready! #AITK,acc0259,2025-12-04T20:24:09,AITK,coordinated
p1479,The project is growing steadily.,acc0312,2025-12-04T20:24:16,NEURA,organic
p1480,Market sentiment seems healthy. #BLOC,acc0190,2025-12-04T20:24:46,BLOC,organic
p1481,This might be manipulated.,acc0388,2025-12-04T20:25:09,RNDR,doubt
p1482,Where is the proof?,acc0189,2025-12-04T20:25:14,NEURA,doubt
p1483,Rumor: Big tech involved! #XCY,acc0165,2025-12-04T20:25:36,XCY,fake_news
p1484,Massive pump incoming stay ready! #ASI,acc0144,2025-12-04T20:25:38,ASI,coordinated
p1485,Strong development updates.,acc0023,2025-12-04T20:25:58,ASI,organic
p1486,Strong team strong roadmap! #OMNI,acc0401,2025-12-04T20:26:09,OMNI,coordinated
p1487,BREAKING: Major partnership confirmed!,acc0442,2025-12-04T20:26:39,OMNI,fake_news
p1488,Strong development updates.,acc0141,2025-12-04T20:27:00,BLOC,organic
p1489,Insider: massive deal incoming! #BLOC,acc0204,2025-12-04T20:27:20,BLOC,fake_news
p1490,This will be the next 100x!,acc0051,2025-12-04T20:27:50,FEX,coordinated
p1491,Insider: massive deal incoming!,acc0430,2025-12-04T20:27:57,FEX,fake_news
p1492,The project is growing steadily.,acc0080,2025-12-04T20:27:58,BLOC,organic
p1493,Don't miss this 100x!,acc0499,2025-12-04T20:28:05,FEX,bot
p1494,This might be manipulated.,acc0277,2025-12-04T20:28:21,FEX,doubt
p1495,Seems like coordinated hype.,acc0194,2025-12-04T20:28:34,ASI,doubt
p1496,BREAKING: Major partnership confirmed! #TAO,acc0173,2025-12-04T20:28:56,TAO,fake_news
p1497,Buy now!! Massive potential!,acc0455,2025-12-04T20:29:03,ASI,bot
p1498,Undervalued gem!,acc0275,2025-12-04T20:29:32,AITK,coordinated
p1499,Undervalued gem!,acc0272,2025-12-04T20:29:59,OMNI,coordinated
p1500,Solid long-term potential.,acc0171,2025-12-04T20:30:27,OMNI,organic
p1501,Insider: massive deal incoming!,acc0315,2025-12-04T20:30:37,XCY,fake_news
p1502,Too many identical posts today... #XCY,acc0270,2025-12-04T20:30:40,XCY,doubt
p1503,Strong development updates. #BLOC,acc0301,2025-12-04T20:30:46,BLOC,organic
p1504,Buy now!! Massive potential! #RNDR,acc0421,2025-12-04T20:31:01,RNDR,bot
p1505,Massive pump incoming stay ready!,acc0231,2025-12-04T20:31:24,AITK,coordinated
p1506,Massive pump incoming stay ready!,acc0415,2025-12-04T20:31:52,FEX,coordinated
p1507,Too many identical posts today...,acc0345,2025-12-04T20:32:01,ASI,doubt
p1508,This might be manipulated. #FEX,acc0444,2025-12-04T20:32:18,FEX,doubt
p1509,To the moon!!!,acc0280,2025-12-04T20:32:29,AITK,bot
p1510,Don't miss this 100x! #OMNI,acc0189,2025-12-04T20:32:33,OMNI,bot
p1511,Strong team strong roadmap!,acc0267,2025-12-04T20:32:37,ASI,coordinated
p1512,Leaked info suggests huge collaboration!,acc0092,2025-12-04T20:33:04,ASI,fake_news
p1513,Massive pump incoming stay ready!,acc0220,2025-12-04T20:33:22,NEURA,coordinated
p1514,Too many identical posts today...,acc0278,2025-12-04T20:33:39,RNDR,doubt
p1515,Undervalued gem! #NEURA,acc0402,2025-12-04T20:33:46,NEURA,coordinated
p1516,This might be manipulated.,acc0340,2025-12-04T20:34:07,AITK,doubt
p1517,Leaked info suggests huge collaboration!,acc0171,2025-12-04T20:34:24,OMNI,fake_news
p1518,Solid long-term potential.,acc0052,2025-12-04T20:34:25,FEX,organic
p1519,Rumor: Big tech involved! #RNDR,acc0132,2025-12-04T20:34:45,RNDR,fake_news
p1520,Undervalued gem!,acc0342,2025-12-04T20:34:58,XCY,coordinated
p1521,Too many identical posts today...,acc0019,2025-12-04T20:35:24,XCY,doubt
p1522,Market sentiment seems healthy. #TAO,acc0415,2025-12-04T20:35:32,TAO,organic
p1523,Where is the proof?,acc0093,2025-12-04T20:35:41,NEURA,doubt
p1524,Insider: massive deal incoming!,acc0288,2025-12-04T20:35:42,OMNI,fake_news
p1525,Strong development updates.,acc0434,2025-12-04T20:35:45,XCY,organic
p1526,Where is the proof?,acc0172,2025-12-04T20:35:51,XCY,doubt
p1527,Where is the proof?,acc0419,2025-12-04T20:36:05,FEX,doubt
p1528,Too many identical posts today...,acc0001,2025-12-04T20:36:21,BLOC,doubt
p1529,Where is the proof?,acc0198,2025-12-04T20:36:25,OMNI,doubt
p1530,Undervalued gem! #FEX,acc0055,2025-12-04T20:36:38,FEX,coordinated
p1531,Undervalued gem!,acc0464,2025-12-04T20:37:06,FEX,coordinated
p1532,Buy now!! Massive potential! #BLOC,acc0394,2025-12-04T20:37:09,BLOC,bot
p1533,Undervalued gem!,acc0023,2025-12-04T20:37:27,TAO,coordinated
p1534,Leaked info suggests huge collaboration!,acc0068,2025-12-04T20:37:48,AITK,fake_news
p1535,Market sentiment seems healthy.,acc0376,2025-12-04T20:37:56,FEX,organic
p1536,Rumor: Big tech involved!,acc0280,2025-12-04T20:38:10,OMNI,fake_news
p1537,Undervalued gem!,acc0443,2025-12-04T20:38:13,XCY,coordinated
p1538,Solid long-term potential.,acc0249,2025-12-04T20:38:15,RNDR,organic
p1539,To the moon!!!,acc0353,2025-12-04T20:38:29,XCY,bot
p1540,Undervalued gem! #XCY,acc0057,2025-12-04T20:38:31,XCY,coordinated
p1541,To the moon!!!,acc0422,2025-12-04T20:38:37,FEX,bot
p1542,Massive pump incoming stay ready!,acc0342,2025-12-04T20:38:50,TAO,coordinated
p1543,Buy now!! Massive potential!,acc0141,2025-12-04T20:38:51,TAO,bot
p1544,Market sentiment seems healthy.,acc0460,2025-12-04T20:38:57,AITK,organic
p1545,The project is growing steadily.,acc0210,2025-12-04T20:39:22,AITK,organic
p1546,This will be the next 100x! #AITK,acc0432,2025-12-04T20:39:23,AITK,coordinated
p1547,Insider: massive deal incoming!,acc0498,2025-12-04T20:39:53,NEURA,fake_news
p1548,Solid long-term potential.,acc0177,2025-12-04T20:39:56,TAO,organic
p1549,The project is growing steadily.,acc0029,2025-12-04T20:40:07,OMNI,organic
p1550,Undervalued gem! #ASI,acc0223,2025-12-04T20:40:26,ASI,coordinated
p1551,Rumor: Big tech involved!,acc0051,2025-12-04T20:40:30,RNDR,fake_news
p1552,This might be manipulated. #OMNI,acc0338,2025-12-04T20:40:46,OMNI,doubt
p1553,Buy now!! Massive potential! #RNDR,acc0010,2025-12-04T20:41:00,RNDR,bot
p1554,BREAKING: Major partnership confirmed!,acc0076,2025-12-04T20:41:06,TAO,fake_news
p1555,Strong team strong roadmap! #AITK,acc0400,2025-12-04T20:41:34,AITK,coordinated
p1556,Where is the proof?,acc0017,2025-12-04T20:41:47,BLOC,doubt
p1557,Leaked info suggests huge collaboration!,acc0406,2025-12-04T20:42:09,TAO,fake_news
p1558,Pump incoming!,acc0386,2025-12-04T20:42:36,NEURA,bot
p1559,To the moon!!! #RNDR,acc0419,2025-12-04T20:42:49,RNDR,bot
p1560,Strong team strong roadmap!,acc0483,2025-12-04T20:43:00,FEX,coordinated
p1561,Pump incoming!,acc0195,2025-12-04T20:43:30,BLOC,bot
p1562,Massive pump incoming stay ready!,acc0373,2025-12-04T20:43:52,BLOC,coordinated
p1563,Strong development updates.,acc0011,2025-12-04T20:44:15,FEX,organic
p1564,Strong development updates.,acc0203,2025-12-04T20:44:35,BLOC,organic
p1565,BREAKING: Major partnership confirmed! #FEX,acc0242,2025-12-04T20:44:40,FEX,fake_news
p1566,Buy now!! Massive potential!,acc0342,2025-12-04T20:44:44,NEURA,bot
p1567,Buy now!! Massive potential! #OMNI,acc0443,2025-12-04T20:44:53,OMNI,bot
p1568,BREAKING: Major partnership confirmed!,acc0224,2025-12-04T20:44:57,ASI,fake_news
p1569,Don't miss this 100x!,acc0127,2025-12-04T20:45:04,TAO,bot
p1570,Strong development updates. #RNDR,acc0097,2025-12-04T20:45:17,RNDR,organic
p1571,Strong development updates. #ASI,acc0248,2025-12-04T20:45:29,ASI,organic
p1572,This might be manipulated.,acc0465,2025-12-04T20:45:43,NEURA,doubt
p1573,BREAKING: Major partnership confirmed! #NEURA,acc0063,2025-12-04T20:46:02,NEURA,fake_news
p1574,This will be the next 100x!,acc0036,2025-12-04T20:46:30,XCY,coordinated
p1575,Don't miss this 100x! #BLOC,acc0055,2025-12-04T20:46:55,BLOC,bot
p1576,The project is growing steadily. #AITK,acc0366,2025-12-04T20:47:11,AITK,organic
p1577,Pump incoming!,acc0451,2025-12-04T20:47:39,BLOC,bot
p1578,Rumor: Big tech involved!,acc0019,2025-12-04T20:47:54,AITK,fake_news
p1579,Strong development updates.,acc0361,2025-12-04T20:47:57,RNDR,organic
p1580,Massive pump incoming stay ready! #TAO,acc0071,2025-12-04T20:48:00,TAO,coordinated
p1581,Massive pump incoming stay ready!,acc0348,2025-12-04T20:48:23,NEURA,coordinated
p1582,Undervalued gem!,acc0225,2025-12-04T20:48:49,BLOC,coordinated
p1583,Don't miss this 100x!,acc0209,2025-12-04T20:49:08,BLOC,bot
p1584,Too many identical posts today...,acc0230,2025-12-04T20:49:34,XCY,doubt
p1585,Undervalued gem! #NEURA,acc0114,2025-12-04T20:49:41,NEURA,coordinated
p1586,This might be manipulated. #ASI,acc0079,2025-12-04T20:49:58,ASI,doubt
p1587,Massive pump incoming stay ready!,acc0323,2025-12-04T20:50:26,NEURA,coordinated
p1588,Buy now!! Massive potential!,acc0245,2025-12-04T20:50:39,AITK,bot
p1589,Where is the proof?,acc0181,2025-12-04T20:50:44,NEURA,doubt
p1590,This might be manipulated.,acc0294,2025-12-04T20:51:05,XCY,doubt
p1591,To the moon!!!,acc0499,2025-12-04T20:51:07,BLOC,bot
